SIRET;Nom du compte;Site Scrapping;DNS;Mail Server1;Mail Server2;Mail Server3;Mail Server4;Mail Server5;Mail Server6;Mail Server7;Mail Server8;Mail Server9
26490008500012;HOPITAL DE LA CORNICHE ANGEVINE;chca.fr;NON DEFINI;mx03.cloud.vadesecure.com (priorité 10);mx01.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 10);mx04.cloud.vadesecure.com (priorité 10);;;;;
26490018400013;MAISON DE RETRAITE LES CORDELIERES;ehpad-lescordelieres.fr;NON DEFINI;mx2.mail.ovh.net (priorité 5);mx3.mail.ovh.net (priorité 100);mx1.mail.ovh.net (priorité 1);;;;;;
26490025900062;EHPAD RESIDENCES LES LIGERIENNES;aucun site;aucun site;;;;;;;;;
26490046500016;CENTRE HOSPITALIER LAYON- AUBANCE;layon-aubance.fr;NON DEFINI;mx3.nameshield.com (priorité 0);mx4.nameshield.net (priorité 10);;;;;;;
26490048100021;HOPITAL LOCAL;chdouelafontaine.fr;NON DEFINI;mail.chdouelafontaine.fr (priorité 10);;;;;;;;
26490049900049;CENTRE HOSPITALIER DE LONGUE-JUMELLES;aucun site;aucun site;;;;;;;;;
26490061400043;CESAME CTRE DE SANTE MENTALE ANGEVIN;aucun site;aucun site;;;;;;;;;
26490071300019;CENTRE COMMUNAL D ACTION SOCIALE;cholet.fr;NON DEFINI;msg.cholet.fr (priorité 10);;;;;;;;
26490115800149;CENTRE COMMUNAL D'ACTION SOCIALE;aucun site;aucun site;;;;;;;;;
26490664500025;HOPITAL INTERCOMMUNAL DU BAUGEOIS ET DE LA VALLEE;esbv.fr;NON DEFINI;mail.esbv.fr (priorité 10);mx1.chu-angers.fr (priorité 5);;;;;;;
26490664500066;HOPITAL INTERCOMMUNAL DU BAUGEOIS ET DE LA VALLEE;aucun site;aucun site;;;;;;;;;
26490667800075;HOPITAL LOCAL INTERCOMMUNAL LYS HYROME;aucun site;aucun site;;;;;;;;;
27490003400019;MAINE-ET-LOIRE HABITAT OFFICE PUBLIC DE L'HABITAT;meldomys-locatif.fr;NON DEFINI;mx2.mail.ovh.net (priorité 5);mx1.mail.ovh.net (priorité 1);mx3.mail.ovh.net (priorité 100);;;;;;
30029976500119;DOREL FRANCE;aucun site;aucun site;;;;;;;;;
30101178900031;OGEC LA PROVIDENCE;providencecholet.com;OUI;f1af53ade230d447be369abff8d429.mail.outlook.com (priorité 1);providencecholet-com.mail.protection.outlook.com (priorité 0);;;;;;;
30176579800030;FIBERTEX NONWOVENS;fibertex.com;NON DEFINI;d304734.a.ess.de.barracudanetworks.com (priorité 10);d304734.b.ess.de.barracudanetworks.com (priorité 20);mail-in2.fibertex.com (priorité 99);;;;;;
30213525600048;TECHNISYNTHESE;aucun site;aucun site;;;;;;;;;
30449785203962;SECURITAS FRANCE SARL;securitas.fr;OUI;securitas-fr.mail.protection.outlook.com (priorité 5);;;;;;;;
30527372400024;GROLLEAU;grolleau.fr;NON DEFINI;mx-mibc-fr-08.mailinblack.com (priorité 5);;;;;;;;
30805441000029;GROUPE MULLIEZ-FLORY - GMF;mulliez-flory.fr;OUI;mulliezflory-fr01i.mail.protection.outlook.com (priorité 0);;;;;;;;
30999101600085;BRANGEON SERVICES;brangeon.fr;NON DEFINI;mx03.cloud.vadesecure.com (priorité 10);mx04.cloud.vadesecure.com (priorité 10);mx01.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 10);;;;;
31168670300183;XPO TRANSPORT SOLUTIONS OUEST FRANCE;xpo.com;NON DEFINI;mxa-002b6701.gslb.pphosted.com (priorité 20);mxb-002b6701.gslb.pphosted.com (priorité 20);;;;;;;
31221230100344;RENAULT RETAIL GROUP;aucun site;aucun site;;;;;;;;;
31237907600358;SAINT-GOBAIN ISOVER;aucun site;aucun site;;;;;;;;;
31264584900034;JOLIVAL;transports-jolival.com;OUI;transportsjolival-com02e.mail.protection.outlook.com (priorité 5);;;;;;;;
31338241800041;MILLET PORTES ET FENETRES;groupe-millet.com;NON DEFINI;aspmx.l.google.com (priorité 1);alt2.aspmx.l.google.com (priorité 5);alt1.aspmx.l.google.com (priorité 5);;;;;;
31364310800027;BECRIDIS;aucun site;aucun site;;;;;;;;;
31481483100025;ANJOU ELECTRONIQUE;aucun site;aucun site;;;;;;;;;
31554935206218;MILEE;aucun site;aucun site;;;;;;;;;
31869768700016;BOUYER LEROUX;biobric.com;OUI;srv04.versio.netensia.net (priorité 0);biobric-com.mail.protection.outlook.com (priorité 0);;;;;;;
31869770300029;LES JUSTICES 2000;aucun site;aucun site;;;;;;;;;
31884522900059;LUC DURAND;lucdurand.fr;OUI;lucdurand-fr.mail.protection.outlook.com (priorité 10);;;;;;;;
31884526000021;SLTS SAS;slts-sa.com;OUI;sltssa-com01b.mail.protection.outlook.com (priorité 0);;;;;;;;
31953780900067;AGENEAU TRANSPORTS;ageneau.fr;OUI;smtp.joinmyit.com (priorité 5);ageneau-fr.mail.protection.outlook.com (priorité 10);;;;;;;
32005076800037;CHAUCER FOODS;chaucerfoods.com;OUI;chaucerfoods-com.mail.protection.outlook.com (priorité 5);;;;;;;;
32279047800026;COUZEDIS;aucun site;aucun site;;;;;;;;;
32347042700051;BECOUZE;becouze-talents.com;NON DEFINI;;;;;;;;;
32380089600025;INST FORMATION EDUCATION PHYSIQ SPORTIVE;aucun site;aucun site;;;;;;;;;
32681650100042;CLINIQUE CHIRURGICALE DE LA LOIRE;cliniquedelaloire.fr;NON DEFINI;mx3.mail.ovh.net (priorité 10);mx4.mail.ovh.net (priorité 1);;;;;;;
32690190700013;ORVIA - COUVOIR DE LA MESANGERE;orvia.fr;NON DEFINI;mx-mibc-fr-04.mailinblack.com (priorité 5);mx-mibc-fr-04.mailinblack.com (priorité 100);;;;;;;
32791711800066;SNGST;aucun site;aucun site;;;;;;;;;
32851765100092;OCCAMAT;epc-demosten.fr;OUI;epcdemosten-fr0i.mail.protection.outlook.com (priorité 0);;;;;;;;
32933888300658;COLAS FRANCE;colas-france.fr;NON DEFINI;mail2.speig.fr (priorité 15);mail.speig.fr (priorité 10);;;;;;;
33151784700025;CETIH FENETRES;aucun site;aucun site;;;;;;;;;
33232304700685;RESTORIA;restoria.fr;NON DEFINI;mail.restoria.fr (priorité 0);;;;;;;;
33248298300019;TREMPLIN TRAVAIL;tremplintravail49.org;NON DEFINI;france.security-mail.net (priorité 0);europe.security-mail.net (priorité 20);;;;;;;
33382224500036;GRAINES VOLTZ;aucun site;aucun site;;;;;;;;;
33471926700034;CHALODIS;aucun site;aucun site;;;;;;;;;
33524353100019;GEMO LOGISTIQUE CHAUSSURES;aucun site;aucun site;;;;;;;;;
33776741200030;ASS SAUMUROISE POUR INSERT ET READAPT;aucun site;aucun site;;;;;;;;;
33813108900066;OSE;ose-group.com;NON DEFINI;alt3.aspmx.l.google.com (priorité 10);aspmx.l.google.com (priorité 1);alt1.aspmx.l.google.com (priorité 5);alt2.aspmx.l.google.com (priorité 5);;;;;
33877712100058;FLEUR D'ARMILLE;aucun site;aucun site;;;;;;;;;
33937998402089;SAUR;saurclient.fr;NON DEFINI;;;;;;;;;
33940183800109;O.G.E.C SAINT AUBIN LA SALLE;aucun site;aucun site;;;;;;;;;
34040781600073;KYPSELI;aapai.com;OUI;aapai-com.mail.protection.outlook.com (priorité 1);;;;;;;;
34040781600081;KYPSELI;aucun site;aucun site;;;;;;;;;
34040781600297;KYPSELI;aucun site;aucun site;;;;;;;;;
34040781600362;KYPSELI;aucun site;aucun site;;;;;;;;;
34115239500222;CHALLANCIN PREVENTION ET SECURITE;challancin.fr;NON DEFINI;mx07.mailinblack.com (priorité 7);;;;;;;;
34200781200023;SEVRE LOIRE HABITAT;slh-habitat.fr;OUI;slhhabitat-fr0i.mail.protection.outlook.com (priorité 5);;;;;;;;
34252363600039;SOC TERRASSEMENTS JUSTEAU;justeau49.fr;NON DEFINI;mx-mibc-fr-11.mailinblack.com (priorité 5);;;;;;;;
34396237900040;LIGERIA;aucun site;aucun site;;;;;;;;;
34426532700041;A.I.M. ASSOCIATION INTERMEDIAIRE MAUGES;aim-beaupreau.fr;NON DEFINI;mx2.ovh.net (priorité 5);mxb.ovh.net (priorité 100);mx1.ovh.net (priorité 1);;;;;;
34447746800138;ELIVIA;elivia.fr;OUI;elivia-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
34458281200022;POMONE;pomone-sas.fr;NON DEFINI;mx04.cloud.vadesecure.com (priorité 10);mx01.cloud.vadesecure.com (priorité 10);mx03.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 10);;;;;
34500602701343;VERISURE;verisure.fr;NON DEFINI;mxb-00271601.gslb.pphosted.com (priorité 10);mxa-00271601.gslb.pphosted.com (priorité 10);;;;;;;
34741846900024;SYLDIS;aucun site;aucun site;;;;;;;;;
34768410200051;NEOFORM INDUSTRIES;meublesneova.fr;OUI;meublesneova-fr.mail.protection.outlook.com (priorité 1);;;;;;;;
34786310200047;ANGERS SCO;angers-sco.fr;OUI;angerssco-fr01e.mail.protection.outlook.com (priorité 1);angerssco-fr01e.mail.protection.outlook.com (priorité 50);;;;;;;
34961826400031;TRANSPORT ROUTE SERVICE;trs49.fr;OUI;trs49-fr.mail.protection.outlook.com (priorité 5);;;;;;;;
35135049100012;HYPHARM;hypharm.fr;OUI;hypharm-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
35158023800035;PACK'R;packr.com;OUI;packr-com.mail.protection.outlook.com (priorité 0);;;;;;;;
35228893000014;CRISFIL;aucun site;aucun site;;;;;;;;;
35312832500035;SOCIETE INDUSTRIELLE D ABATTAGE DU LEON;savel.fr;OUI;savel-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
35600000016743;LA POSTE;aucun site;aucun site;;;;;;;;;
35600000019650;LA POSTE;laposte.fr;NON DEFINI;rpi0i693.laposte.fr (priorité 10);rpi0i753.laposte.fr (priorité 10);rpi0i691.laposte.fr (priorité 10);rpi0i751.laposte.fr (priorité 10);;;;;
37762320200050;GT CENTRE OUEST;gt-solutions.fr;OUI;gtsolutions-fr0e.mail.protection.outlook.com (priorité 10);;;;;;;;
37816024600039;INSERTION SOCIALE PAR LE TRAVAIL ADAPTE;ista49.org;OUI;ista49-org.mail.protection.outlook.com (priorité 0);;;;;;;;
37816024600161;INSERTION SOCIALE PAR LE TRAVAIL ADAPTE;aucun site;aucun site;;;;;;;;;
37919231300011;SICA SOCFRUIT;levergerdelablottiere.fr;NON DEFINI;mx4.mail.ovh.net (priorité 1);mx3.mail.ovh.net (priorité 10);;;;;;;
37920438100014;ASSOCIATION D'ENSEIGNEMENT TECHNIQUE SUPERIEUR DITE ESAIP;aucun site;aucun site;;;;;;;;;
38103146700057;PART'AGE EMPLOI;age-emploi.fr;NON DEFINI;mx02.cloud.vadesecure.com (priorité 10);mx01.cloud.vadesecure.com (priorité 10);mx03.cloud.vadesecure.com (priorité 10);mx04.cloud.vadesecure.com (priorité 10);;;;;
38164339400020;LA METAIRIE;aucun site;aucun site;;;;;;;;;
38186337200011;ERAM LOGISTIQUE;aucun site;aucun site;;;;;;;;;
38324216100677;XPO DISTRIBUTION FRANCE;aucun site;aucun site;;;;;;;;;
38396013502396;CHRONOPOST;chronopost.fr;NON DEFINI;mxa-00379001.gslb.pphosted.com (priorité 10);mxb-00379001.gslb.pphosted.com (priorité 10);;;;;;;
38456094201480;LEROY MERLIN FRANCE;leroymerlin.fr;NON DEFINI;mxa-004bb303.gslb.pphosted.com (priorité 10);mxb-004bb303.gslb.pphosted.com (priorité 10);;;;;;;
38913401600093;FRANCE CHAMPIGNON;aucun site;aucun site;;;;;;;;;
38979111200037;BOISSEAU BATIMENT;boisseau-batiment.com;NON DEFINI;mx-mibc-fr-07.mailinblack.com (priorité 5);;;;;;;;
39093120200035;LANDRISE;aucun site;aucun site;;;;;;;;;
39099017400018;VIVALDIS;aucun site;aucun site;;;;;;;;;
39123344200022;GROUPE MARAIS;samarais.com;OUI;samarais-com.mail.protection.outlook.com (priorité 0);;;;;;;;
39127913000028;GROUPEMENT DES METIERS DU BOIS;gmb49.com;NON DEFINI;mx-mibc-fr-01.mailinblack.com (priorité 10);;;;;;;;
39181210400019;BARRAULT HORTICULTURE;aucun site;aucun site;;;;;;;;;
39195574700111;TRIADE ELECTRONIQUE;veolia.fr;NON DEFINI;alt1.aspmx.l.google.com (priorité 5);alt3.aspmx.l.google.com (priorité 10);alt4.aspmx.l.google.com (priorité 10);aspmx.l.google.com (priorité 1);alt2.aspmx.l.google.com (priorité 5);;;;
39297588400017;SAS MAX 2;aucun site;aucun site;;;;;;;;;
39470561000043;ACP;eu.com;NON DEFINI;mx-01.emailme.com (priorité 0);;;;;;;;
39481524500045;PROFESSION SPORT ET LOISIRS MAINE ET LOIRE;aucun site;aucun site;;;;;;;;;
39521179000013;STEF TRANSPORT ANGERS;aucun site;aucun site;;;;;;;;;
39985453800028;SEILLERY TRANSPORTS;ageneau.fr;OUI;smtp.joinmyit.com (priorité 5);ageneau-fr.mail.protection.outlook.com (priorité 10);;;;;;;
40046149700010;DYNALEC DIST;aucun site;aucun site;;;;;;;;;
40135596100020;GHISLAINE CAPEL;aucun site;aucun site;;;;;;;;;
40180208700023;CASTEL;castel.fr;OUI;castel-fr.mail.protection.outlook.com (priorité 1);;;;;;;;
40301725400026;SIAA;aucun site;aucun site;;;;;;;;;
40534537200016;TBPFM;tbpfm.fr;NON DEFINI;alt2.aspmx.l.google.com (priorité 5);alt3.aspmx.l.google.com (priorité 10);alt4.aspmx.l.google.com (priorité 10);alt1.aspmx.l.google.com (priorité 5);aspmx.l.google.com (priorité 1);;;;
40903401400020;GREYSTAL;greystal.com;OUI;greystal-com.mail.protection.outlook.com (priorité 0);;;;;;;;
41015578200015;BAMIDIS;aucun site;aucun site;;;;;;;;;
41074282900022;SCA CULTURES FRANCE CHAMPIGNON;francechampignon.fr;NON DEFINI;mxa-00643a01.gslb.pphosted.com (priorité 10);mxb-00643a01.gslb.pphosted.com (priorité 10);;;;;;;
41336764000013;GEORGELIN LOGISTIQUE ET TRANSPORTS;georgelin-logistique.com;OUI;georgelinlogistique-fr02c.mail.protection.outlook.com (priorité 0);;;;;;;;
41396841300026;HAD SAINT-SAUVEUR;lna-sante.com;NON DEFINI;mxa-0053e902.gslb.pphosted.com (priorité 1);mxb-0053e902.gslb.pphosted.com (priorité 5);;;;;;;
42345998100035;EVIDENCE;hofica.com;NON DEFINI;mx03.cloud.vadesecure.com (priorité 10);mx04.cloud.vadesecure.com (priorité 10);mx01.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 10);;;;;
42826802303501;DISTRIBUTION CASINO FRANCE;aucun site;aucun site;;;;;;;;;
42826802326569;DISTRIBUTION CASINO FRANCE;aucun site;aucun site;;;;;;;;;
43181676800011;MACANTI;aucun site;aucun site;;;;;;;;;
43375598000011;ANJOU HYGIENE SERVICES NETTOYAGE INDUS;aucun site;aucun site;;;;;;;;;
43425895000030;ASSOCIATION LES RECOLLETS LA TREMBLAYE;aucun site;aucun site;;;;;;;;;
43548054600165;HM.CLAUSE;aucun site;aucun site;;;;;;;;;
44005586101716;SPIE INDUSTRIE & TERTIAIRE;spie.com;NON DEFINI;mxb-0053e201.gslb.pphosted.com (priorité 5);mxa-0053e201.gslb.pphosted.com (priorité 5);;;;;;;
44125846400011;SDD;aucun site;aucun site;;;;;;;;;
44192874400016;LOFREDO;aucun site;aucun site;;;;;;;;;
44345966400068;ASAR;asar-ea.com;NON DEFINI;asar-ea.com (priorité 0);;;;;;;;
44463667400012;DS SMITH PACKAGING DURTAL;dssmith.com;OUI;dssmith-com.mail.protection.outlook.com (priorité 0);;;;;;;;
44497691400010;MF PRODUCTIONS SAUMUR;aucun site;aucun site;;;;;;;;;
44775408600109;GUINTOLI;nge.fr;NON DEFINI;mxa-005edf01.gslb.pphosted.com (priorité 10);mxb-005edf01.gslb.pphosted.com (priorité 10);;;;;;;
44790533200014;GEPLAST;geplast.fr;OUI;geplast-fr.mail.protection.outlook.com (priorité 1);;;;;;;;
44949265100038;LILIAL;lilial.fr;OUI;lilial-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
44965840000030;FIDUCIAL STAFFING;fiducial.fr;NON DEFINI;mx07-001f2101.pphosted.com (priorité 10);mx08-001f2101.pphosted.com (priorité 10);;;;;;;
45124283800022;TRANSPORTS BRANGEON;aucun site;aucun site;;;;;;;;;
45132133500783;CARREFOUR HYPERMARCHES;aucun site;aucun site;;;;;;;;;
45198060100020;LYBERNET;aucun site;aucun site;;;;;;;;;
47954815800027;CHEMILLE DISTRIBUTION;aucun site;aucun site;;;;;;;;;
48788417300070;TITI FLORIS;aucun site;aucun site;;;;;;;;;
48794076900283;SOCIETE DES TRANSPORTS PAR AUTOCARS DE L OUEST PAYS DE LA LOIRE;aucun site;aucun site;;;;;;;;;
48946750600056;KUEHNE + NAGEL EASYLOG;aucun site;aucun site;;;;;;;;;
49303534900023;GAUTIER LOGISTIQUE CHOLET;aucun site;aucun site;;;;;;;;;
49812082300014;ASSOCIATION DES ETABLISSEMENTS SCOLAIRES DE JEANNE DELANOUE;aucun site;aucun site;;;;;;;;;
50154725100030;SOCIETE INDUSTRIELLE DE SAINT FLORENT;lactalis.com;NON DEFINI;;;;;;;;;
50180302700025;ATMOS PROPRETE SERVICES ASSOCIES;aucun site;aucun site;;;;;;;;;
50741998400012;N.P. CREATIONS;aucun site;aucun site;;;;;;;;;
50910525000013;MAUGES PRESSE;aucun site;aucun site;;;;;;;;;
51396110200011;MAROFICA;aucun site;aucun site;;;;;;;;;
51509068600129;CAISSE PRIMAIRE D ASSURANCE MALADIE DE MAINE ET LOIRE;aucun site;aucun site;;;;;;;;;
51901851900016;ATELIERS FLORENTAIS;aucun site;aucun site;;;;;;;;;
52301935400035;GROUPE KOLMI-HOPEN;medicom-eu.com;OUI;medicomeu-com01i.mail.protection.outlook.com (priorité 0);ms12797681.msv1.invalid (priorité 5);;;;;;;
52337105200219;KINOUGARDE;kinougarde.com;NON DEFINI;mx1-eu1.ppe-hosted.com (priorité 10);mx2-eu1.ppe-hosted.com (priorité 20);;;;;;;
52337105200250;KINOUGARDE;kinougarde.com;NON DEFINI;mx1-eu1.ppe-hosted.com (priorité 10);mx2-eu1.ppe-hosted.com (priorité 20);;;;;;;
52833896500015;FRANCOISE D ANDIGNE;francoisedandigne.fr;OUI;francoisedandigne-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
52897182300018;CALPE;aucun site;aucun site;;;;;;;;;
53102007100027;CORTIZO FRANCE;cortizo.com;NON DEFINI;mx1.hc738-45.eu.iphmx.com (priorité 10);mx2.hc738-45.eu.iphmx.com (priorité 20);;;;;;;
53758242100021;DISTRIBANJOU PRESSE;aucun site;aucun site;;;;;;;;;
53851847301662;HARMONIE MUTUELLE;harmonie-mutuelle.fr;NON DEFINI;mailer.sihm.fr (priorité 5);;;;;;;;
53851847301670;HARMONIE MUTUELLE;aucun site;aucun site;;;;;;;;;
54200982400260;LIMAGRAIN EUROPE;aucun site;aucun site;;;;;;;;;
55050065600032;DENKAVIT FRANCE;denkavit.com;OUI;Denkavit-com.mail.protection.outlook.com (priorité 0);;;;;;;;
58201906300251;ATELIER DE CONFECTION SAINT LAURENT;aucun site;aucun site;;;;;;;;;
58211867500062;ALLOGA FRANCE;alloga.fr;NON DEFINI;mxa-00320f01.gslb.pphosted.com (priorité 10);mxb-00320f01.gslb.pphosted.com (priorité 10);;;;;;;
58214338400029;COINTREAU;cointreau.com;NON DEFINI;eu-smtp-inbound-psc-1.mimecast.com (priorité 0);eu-smtp-inbound-psc-2.mimecast.com (priorité 0);;;;;;;
64205873903460;BULL SAS;atos.net;OUI;atos-net.mail.protection.outlook.com (priorité 10);;;;;;;;
66202500600104;TRIOWORLD OMBREE D'ANJOU;aucun site;aucun site;;;;;;;;;
66588046400011;UNIL OPAL;unil-opal.com;NON DEFINI;relais-ext.globalintranet.net (priorité 10);;;;;;;;
66658035200050;PHYTEUROP;phyteurop.com;NON DEFINI;mx0.phyteurop.fr (priorité 50);mxa-0010b102.gslb.pphosted.com (priorité 10);mxb-0010b102.gslb.pphosted.com (priorité 10);;;;;;
67648004900037;MECATHERM;aucun site;aucun site;;;;;;;;;
72206399700364;SOC DES ATELIERS LOUIS VUITTON;louisvuitton.com;NON DEFINI;mxb-0024c501.gslb.pphosted.com (priorité 10);mxa-0024c501.gslb.pphosted.com (priorité 10);;;;;;;
75054954500028;AVISERV;aucun site;aucun site;;;;;;;;;
75105655700018;NET PLUS ANGERS;aucun site;aucun site;;;;;;;;;
77560957100069;ASS FRANCAISE CONTRE LES MYOPATHIES;aucun site;aucun site;;;;;;;;;
77560962101474;VYV3 PAYS DE LA LOIRE - POLE ACCOMPAGNEMENT ET SOINS;aucun site;aucun site;;;;;;;;;
77560962102100;VYV3 PAYS DE LA LOIRE - POLE ACCOMPAGNEMENT ET SOINS;aucun site;aucun site;;;;;;;;;
77560971200010;ASS ANNE DE LA GIROUARDIERE;aucun site;aucun site;;;;;;;;;
77560997700134;ADAPEI DU MAINE ET LOIRE;esatco49.fr;NON DEFINI;fb.mail.gandi.net (priorité 50);spool.mail.gandi.net (priorité 10);;;;;;;
77560997700712;ADAPEI DU MAINE ET LOIRE;esatco49.fr;NON DEFINI;fb.mail.gandi.net (priorité 50);spool.mail.gandi.net (priorité 10);;;;;;;
77561001700250;FONDATION AMIPI-BERNARD VENDRE;fondation-amipi-bernard-vendre.org;NON DEFINI;mx0.medialibs.com (priorité 10);;;;;;;;
77568879901886;FONDATION APPRENTIS D'AUTEUIL;apprentis-auteuil.org;NON DEFINI;smtp1.apprentis-auteuil.org (priorité 10);smtp2.apprentis-auteuil.org (priorité 20);;;;;;;
78611504800021;SERV MEDICAL INTERENTR ANJOU;sante-travail.net;OUI;santetravail-net01c.mail.protection.outlook.com (priorité 0);;;;;;;;
78611506300012;ASS REGIONALE LES CHESNAIES;asso-leschesnaies.com;OUI;assoleschesnaies-com01b.mail.protection.outlook.com (priorité 0);;;;;;;;
78611671500065;ECOLE SUPERIEURE ELECTRONIQUE DE L OUEST;aucun site;aucun site;;;;;;;;;
78611731700044;OGEC DU LYCEE PROFESSIONNEL JOSEPH WRESINSKI;lyceejosephwresinski.fr;NON DEFINI;mx3.ovh.net (priorité 1);mx4.ovh.net (priorité 5);mxb.ovh.net (priorité 100);;;;;;
78611982600059;ASSOCIATION DIOCESAINE;aucun site;aucun site;;;;;;;;;
78612001400059;ASS D AIDE A DOMICILE;admr.org;OUI;admr-org.mail.protection.outlook.com (priorité 0);;;;;;;;
78612035200012;FEDERATION OEUVRES LAIQUES M L;fol49.org;OUI;fol49-org.mail.protection.outlook.com (priorité 1);;;;;;;;
78612755500013;DOM SORTAIS;domsortais.fr;OUI;domsortais-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
78615112600012;JEANNE DELANOUE LES TROIS PROVINCES;jeannedelanoue.com;OUI;jeannedelanoue-com.mail.protection.outlook.com (priorité 1);;;;;;;;
78618852400015;SYNDICAT ENSEIGNEMENT AGRIC POUILLE;aucun site;aucun site;;;;;;;;;
78834821700027;OGEC DE L INSTITUTION BOURG CHEVREAU;aucun site;aucun site;;;;;;;;;
78834991800037;ASSOCIATION MARIE DURAND;mariedurand.org;OUI;mariedurand-org.mail.protection.outlook.com (priorité 0);;;;;;;;
78834992600030;ACCOMPAGNEMENT A LA REALISATION DU PROJET EDUCATIF POUR LE JEUNE ET L'ENFANT;aucun site;aucun site;;;;;;;;;
79204703700017;IN EXTENSO CENTRE OUEST;aucun site;aucun site;;;;;;;;;
80393347200059;PCM EUROPE;aucun site;aucun site;;;;;;;;;
80479308100030;SMART MOBILITE;transdev-paysdelaloire.com;NON DEFINI;;;;;;;;;
82247815200017;CERIENCE;terrena-semences.com;NON DEFINI;mxb.ovh.net (priorité 100);mx2.ovh.net (priorité 50);mx1.ovh.net (priorité 10);;;;;;
83513636700066;FONDATION D ACTION SANITAIRE ET SOCIALE D INSPIRATION CHRETIENNE;aucun site;aucun site;;;;;;;;;
84097537900016;ANGERS LOIRE RESTAURATION;aucun site;aucun site;;;;;;;;;
84990245700027;JA-DIS;aucun site;aucun site;;;;;;;;;
85750022704868;BANQUE POPULAIRE GRAND OUEST;aucun site;aucun site;;;;;;;;;
85780250800104;MANITOU BF;manitou-group.com;NON DEFINI;alt1.aspmx.l.google.com (priorité 5);alt2.aspmx.l.google.com (priorité 5);aspmx.l.google.com (priorité 1);aspmx2.googlemail.com (priorité 10);aspmx3.googlemail.com (priorité 10);;;;
85780250800120;MANITOU BF;aucun site;aucun site;;;;;;;;;
95002094100023;EOLANE ANGERS;eolane.com;NON DEFINI;alt4.aspmx.l.google.com (priorité 9);aspmx.l.google.com (priorité 5);alt3.aspmx.l.google.com (priorité 8);courriel.eolane.com (priorité 15);alt2.aspmx.l.google.com (priorité 7);alt1.aspmx.l.google.com (priorité 6);;;
19860058700010;CREPS CENTRE DE RESSOURCES D'EXPERTISE ET DE PERFORMANCE SPORTIVE;crepspoitiers.fr;NON DEFINI;mx1.mail.ovh.net (priorité 1);mx3.mail.ovh.net (priorité 100);mx2.mail.ovh.net (priorité 5);;;;;;
83854545700015;FLIN ESCALIERS FRANCE;flin.fr;NON DEFINI;localhost (priorité 0);;;;;;;;
